trait,family,n,pos_rate,mean_centroid_cos,mean_top1_cos,probe_abs_error,knn_abs_error
sporulation,Thioalkalibacteraceae,1,0.0,0.8732111473091073,0.8485114454971285,0.01342885027077704,0.0
sporulation,Tissierellaceae,1,1.0,0.9381461745489663,0.9279706168138191,0.164675687019197,0.19999999999999996
sporulation,Tsukamurellaceae,3,0.0,0.932583809399504,0.9219245634230141,0.4098986441770435,0.5333333333333333
sporulation,Veillonellaceae,13,0.0,0.8012614778024628,0.7977328053056619,0.36982240165131053,0.3615384615384615
sporulation,Verrucomicrobiaceae,8,0.0,0.7490969650836282,0.6714891924145279,0.010730478014573497,0.1375
sporulation,Weeksellaceae,48,0.0,0.9082320909179362,0.9113239769386458,0.09064188588270052,0.0
catalase,Acanthopleuribacteraceae,1,1.0,0.6853583602039925,0.632421191265805,0.39513967248800874,0.09999999999999998
catalase,Acidiferrobacteraceae,1,0.0,0.7311439817585366,0.6968177710295556,0.622880949075402,0.8
catalase,Actinopolymorphaceae,5,1.0,0.9340188525622363,0.9277733370647148,0.1880452032868446,0.039999999999999994
catalase,Alcanivoracaceae,9,0.7777777777777778,0.8059302948674931,0.8190645019493519,0.18216007027948958,0.23333333333333334
catalase,Alicyclobacillaceae,13,0.8461538461538461,0.6141274997143511,0.6555243691353559,0.5508257356882813,0.2538461538461539
catalase,Antricoccaceae,2,0.0,0.9073089329553882,0.9000022707982724,0.8144053283685995,1.0
catalase,Aurantimonadaceae,15,1.0,0.8821990605438601,0.8649713157803917,0.17191754776999246,0.01333333333333333
catalase,Bacteroidaceae,18,0.3333333333333333,0.8783497606270498,0.8664397832351106,0.3956161898887344,0.4444444444444444
catalase,Balneolaceae,13,1.0,0.8025339814648699,0.8299669347180573,0.11379162522006797,0.007692307692307691
catalase,Beggiatoaceae,1,0.0,0.7643273690904627,0.8117885919102068,0.38408913250486376,0.8
catalase,Beijerinckiaceae,1,1.0,0.8869219118337917,0.8659954980670204,0.49276183090996895,0.4
catalase,Beutenbergiaceae,4,1.0,0.9488876200871545,0.939989833851236,0.17286957010545986,0.15
catalase,Bifidobacteriaceae,39,0.0,0.6329202556509118,0.696047526721867,0.14935960249724212,0.6666666666666666
catalase,Brachyspiraceae,3,0.6666666666666666,0.9348642635755661,0.9229950267006446,0.5473482891216265,0.6
catalase,Bryobacteraceae,1,1.0,0.6621321957694367,0.690697499261906,0.4495795952660131,0.19999999999999996
catalase,Carnobacteriaceae,29,0.1724137931034483,0.8668053986911157,0.8796725883012779,0.3769076456020481,0.5034482758620689
catalase,Caulobacteraceae,32,0.90625,0.8727461538408686,0.8660900795768869,0.3584629145712143,0.134375
catalase,Chthoniobacteraceae,1,0.0,0.7461626020519595,0.7620043457866779,0.24740748454927974,0.9
catalase,Chthonomonadaceae,1,1.0,0.8170412761713413,0.7967456241448815,0.8192901737953757,0.09999999999999998
catalase,Competibacteraceae,1,1.0,0.8968471966962188,0.8968471966962188,0.21569926949155283,0.0
catalase,Coxiellaceae,2,0.0,0.7069238670876127,0.7164757053874284,0.534641111277126,0.8
catalase,Cryptosporangiaceae,1,1.0,0.9074366311987405,0.9113034120331273,0.22581115538945407,0.0
catalase,Cyclobacteriaceae,50,0.94,0.8614329028915041,0.8656305381634875,0.3357799031766131,0.122
catalase,Cytobacillaceae,23,1.0,0.85642752040602,0.8796884442471883,0.408299888706782,0.04782608695652173
catalase,Desulfurobacteriaceae,1,1.0,0.8932904431208771,0.765460742662476,0.6108383185718197,0.19999999999999996
catalase,Dethiosulfovibrionaceae,1,0.0,0.7988793790405575,0.7672808530895494,0.10137032250022093,0.9
catalase,Devosiaceae,19,0.8947368421052632,0.8220937725060519,0.8206442032046082,0.20874106119134891,0.13684210526315788
catalase,Dictyobacteraceae,4,1.0,0.8105399742659278,0.810539974265928,0.7065384808361332,0.07499999999999998
catalase,Emcibacteraceae,1,1.0,0.655871584373622,0.6335407304142435,0.413121611092401,0.19999999999999996
catalase,Erythrobacteraceae,79,0.8987341772151899,0.8544680622550489,0.8411366352039875,0.24624145108068432,0.130379746835443
catalase,"Gammaproteobacteria, not assigned to family",2,0.5,0.859756350958994,0.8832616508342219,0.5200672096092738,0.5
catalase,Geodermatophilaceae,13,0.8461538461538461,0.9543551790702378,0.9511616031590214,0.25701721054520615,0.2076923076923077
catalase,Glycomycetaceae,11,1.0,0.8798063699295213,0.8881384083081554,0.12791659193630128,0.018181818181818177
catalase,Gottschalkiaceae,2,0.0,0.8812513178895747,0.8776011199594624,0.30540153760989763,0.3
catalase,Haloferacaceae,45,0.9555555555555556,0.9904525401009143,0.9903447694190173,0.10714478224263857,0.044444444444444446
catalase,Hymenobacteraceae,54,0.9444444444444444,0.6576313957355674,0.6870798076401884,0.3568026448187709,0.22407407407407406
catalase,Hyphomicrobiaceae,1,1.0,0.8397770655059862,0.8376531673893904,0.3209840879558479,0.09999999999999998
catalase,Iamiaceae,2,1.0,0.8609083921953442,0.8910484905680892,0.2523979726759452,0.0
catalase,Ilumatobacteraceae,1,0.0,0.9277194246850895,0.927110465249377,0.908742578159371,1.0
catalase,Jatrophihabitantaceae,2,1.0,0.9156181843469113,0.9263097799494995,0.3733175155779776,0.09999999999999998
catalase,Jiangellaceae,5,1.0,0.9356612722226899,0.9357590579310985,0.13949390123833397,0.11999999999999997
catalase,Kineosporiaceae,13,1.0,0.9063714893811307,0.9482631052463452,0.2484686322163257,0.03846153846153845
catalase,Kytococcaceae,3,1.0,0.9310410964762991,0.9333459767411508,0.1358239493245731,0.033333333333333326
catalase,Lachnospiraceae,25,0.04,0.886806199396529,0.906942489400392,0.11338642984231788,0.23199999999999998
catalase,Legionellaceae,62,0.9354838709677419,0.8250896998361519,0.8252848500698273,0.5014843518331443,0.2193548387096774
catalase,Listeriaceae,35,1.0,0.845420054934611,0.8630515975381013,0.79846572784361,0.6085714285714285
catalase,Maricaulaceae,10,0.8,0.8494349086328553,0.8297311751180164,0.2761781864034031,0.23000000000000004
catalase,Marinicellaceae,2,1.0,0.8736490849004777,0.8497701151551778,0.18320588494293305,0.14999999999999997
catalase,Marinifilaceae,5,0.2,0.9135241188136751,0.9130800670456625,0.5843592400539508,0.78
catalase,Marinilabiliaceae,10,0.6,0.8433888736194953,0.8538842113990054,0.39349283336263174,0.38999999999999996
catalase,Marivirgaceae,1,0.0,0.9270448800488976,0.9073344588213798,0.8447548621658975,0.9
catalase,Methylocystaceae,6,1.0,0.8862115295758949,0.8780567816498395,0.40204961700441383,0.11666666666666665
catalase,Nakamurellaceae,9,1.0,0.9101996098723184,0.9215886546311869,0.31529390793905976,0.08888888888888886
catalase,Natronospirillaceae,1,1.0,0.8020621619333266,0.8233901921131299,0.05149053793726721,0.0
catalase,Nautiliaceae,1,1.0,0.919210164336959,0.8863290653691707,0.5883279076838477,0.6
catalase,Neomegalonemataceae,1,1.0,0.8376374714541613,0.8880196908114122,0.3319233736167655,0.09999999999999998
catalase,Nevskiaceae,9,0.7777777777777778,0.836290751378094,0.8498109763621426,0.3277818096989061,0.2777777777777778
catalase,Nitriliruptoraceae,1,1.0,0.9418589413289675,0.9369974529478904,0.10235869932140884,0.09999999999999998
catalase,Not assigned to family,3,1.0,0.878771502802662,0.8719523570843059,0.2946585971879863,0.09999999999999998
catalase,Opitutaceae,2,0.0,0.6828390021018627,0.6678675535423504,0.37026042316050756,0.95
catalase,Ornithinimicrobiaceae,9,1.0,0.9477791803934136,0.9466438377500415,0.14306355969088314,0.04444444444444443
catalase,Oscillospiraceae,14,0.07142857142857142,0.8538423350584837,0.8626244944725371,0.17146311733740618,0.2285714285714286
catalase,Patulibacteraceae,3,1.0,0.9140761153291072,0.9183710414634844,0.15559292554926432,0.06666666666666665
catalase,Pectobacteriaceae,15,1.0,0.8231857984142635,0.8242351065820684,0.288485707301538,0.0733333333333333
catalase,Peptostreptococcaceae,24,0.25,0.9421044988556431,0.9420964413638537,0.36624140318209725,0.3375000000000001
catalase,Phreatobacteraceae,2,1.0,0.9231549245730751,0.9078550513716679,0.23652432192518996,0.04999999999999999
catalase,Porphyromonadaceae,8,0.25,0.6991337920256193,0.7135438193210357,0.3291170567612005,0.4875
catalase,Propionibacteriaceae,45,0.8222222222222222,0.8885954775734883,0.8903820725839339,0.34977400969348604,0.1911111111111111
catalase,Pseudoalteromonadaceae,32,0.96875,0.8995017973924629,0.8891098198522347,0.19608732258302847,0.0875
catalase,Pseudoxanthobacteraceae,1,1.0,0.925021746134299,0.8946893327878769,0.1937688481909674,0.0
catalase,Psittacicellaceae,3,1.0,0.7284240110919084,0.7872050289953093,0.8676113211913821,0.16666666666666663
catalase,Raineyaceae,1,1.0,0.8663405623438971,0.8603910477055182,0.7623952510187302,0.19999999999999996
catalase,Rarobacteraceae,1,1.0,0.8099732430797756,0.8499242017486142,0.6996670014288378,0.0
catalase,Reyranellaceae,1,1.0,0.8794999024136516,0.8671677194418469,0.10457176128838619,0.4
catalase,Rhodobiaceae,1,1.0,0.8345112219537422,0.8402744608707579,0.19570623920210706,0.0
catalase,Rhodocyclaceae,3,0.6666666666666666,0.8670857448177433,0.8509265022125252,0.3403632933802742,0.26666666666666666
catalase,Rhodospirillaceae,14,0.6428571428571429,0.8355244978731395,0.8374473533322154,0.3821524273583301,0.37142857142857144
catalase,Rhodothermaceae,2,1.0,0.8178194351387993,0.7918551118890712,0.2290445100962002,0.04999999999999999
catalase,Rikenellaceae,4,0.25,0.7785022458615225,0.7953824343004323,0.45831203544478527,0.5249999999999999
catalase,Roseivirgaceae,2,1.0,0.8881106752570969,0.8949881449918842,0.19103372710131178,0.0
catalase,Roseobacteraceae,238,0.9957983193277311,0.8442711984888877,0.8422860430904264,0.1523839862733713,0.01890756302521008
catalase,Ruaniaceae,2,1.0,0.9156472063020741,0.9266985482433647,0.12924681565346335,0.14999999999999997
catalase,Rubrobacteraceae,3,1.0,0.7064134810606036,0.695216094920266,0.19772578501719396,0.033333333333333326
catalase,Salinarimonadaceae,1,1.0,0.8764519764310403,0.9010880571075108,0.16445085867928655,0.0
catalase,Salinibacteraceae,1,1.0,0.8676880549051967,0.869987043503344,0.033068691237608694,0.0
catalase,Salisaetaceae,2,1.0,0.6548884332066498,0.6706401174882408,0.06359410173395308,0.04999999999999999
catalase,Sneathiellaceae,2,1.0,0.7810092241688733,0.8012913032484833,0.1711448921142733,0.09999999999999998
catalase,Sphaerobacteraceae,1,1.0,0.8255756747716916,0.7180801569946633,0.170581180406021,0.09999999999999998
catalase,Sphaerotilaceae,27,0.6296296296296297,0.878824426701513,0.8926546246112156,0.41796798731596163,0.3592592592592592
catalase,Sphingosinicellaceae,8,0.875,0.8871172862985077,0.8764268112914784,0.3444466293199304,0.1875
catalase,Spirosomataceae,53,0.9433962264150944,0.7694928929265432,0.787270150292352,0.40511322750916823,0.1830188679245283
catalase,Sporanaerobacteraceae,1,0.0,0.9520357038128429,0.9540227052928933,0.24783780836895364,0.2
catalase,Sporichthyaceae,1,1.0,0.9538195362354633,0.9536692007181683,0.20036030973799723,0.19999999999999996
catalase,Sporolactobacillaceae,8,0.5,0.7607528784255851,0.8071325196335851,0.406223033832626,0.3625
catalase,Sporomusaceae,1,0.0,0.7643789115987302,0.7154899708579683,0.27905258085892737,0.6
catalase,Streptosporangiaceae,39,0.7948717948717948,0.9272869293399391,0.9275248566751296,0.30009569245622597,0.2205128205128205
catalase,Synergistaceae,3,0.0,0.8567478290725207,0.692566904526733,0.3099757323675145,0.39999999999999997
catalase,Tannerellaceae,4,0.75,0.8875101738252809,0.8573008020551522,0.5652804710294408,0.475
catalase,Temperatibacteraceae,7,1.0,0.7755814646735464,0.7633119785991003,0.15815003390047253,0.12857142857142856
catalase,Terasakiellaceae,1,0.0,0.5697292081819627,0.5982120922793994,0.5771542666504133,1.0
catalase,Thalassobaculaceae,8,1.0,0.8512559764267915,0.8525319040313291,0.1359335322134667,0.04999999999999999
catalase,Thermoactinomycetaceae,5,0.8,0.7242498135371425,0.7578644367130223,0.5635170821783341,0.24
catalase,Thermoanaerobacteraceae,1,0.0,0.9403376677137318,0.9368499296010419,0.209044661382054,0.1
catalase,Thiobacillaceae,3,0.3333333333333333,0.8405959057603555,0.8481978029254963,0.653989744651168,0.6333333333333333
catalase,Trueperaceae,1,1.0,0.8678386109335985,0.8653271520559553,0.3188729142505916,0.0
catalase,Tsukamurellaceae,6,1.0,0.9269957250582826,0.9228203554238421,0.20905124435598663,0.016666666666666663
catalase,Veillonellaceae,18,0.3888888888888889,0.7873724593368601,0.7996821008781718,0.3799846266845488,0.37222222222222223
catalase,Verrucomicrobiaceae,9,1.0,0.7390817753720588,0.6637302600706967,0.5329789080402589,0.07777777777777778
catalase,Weeksellaceae,95,0.9894736842105263,0.9033683691234115,0.9140777320990896,0.45177084099345916,0.07894736842105261
